"","Restaurant","Similar_Restaurant","Address","Cuisine","Latitude","Longitude","City"
"243","Redeye Grill","Harborside Grill and Patio, Thalia, Oceana, The Wayfarer, Towne Stove and Spirits","890 7th Ave New York, NY, 10106","Sushi, Seafood, Steak",40.76519,-73.98068,"New York City"
"244","Ricardo Ocean Grill","Street & Co., The Falmouth Sea Grill, Tia's, Pier A, Bait & Hook","2312 2nd Ave New York, NY, 10035","Mediterranean, Seafood",40.79858,-73.93628,"New York City"
"245","Rincon Limeno Restaurant","Boca Chica, Seafood King Fish Market, Marisco Centro, South Beach Restaurant & Lounge, Red Hook Lobster Pound 16","409 Chelsea St Boston, MA, 02128","Peruvian, Seafood, South American",42.3798529,-71.0268636,"Boston"
"246","Rosie O'Grady's","75 on Liberty Wharf, Island Creek Oyster Bar, Tia's, Clambakes By Jim Sanford, The Falmouth Sea Grill","800 7th Ave New York, NY, 10019","Irish, Seafood, Steak, American",40.76255,-73.98248,"New York City"
"247","Row 34","Amen Street Fish & Rawbar, Joe's Crab Shack 2349, The Palm Too, Sagaponack, JJR Highridge Fishery","383 Congress St Fort Point, MA, 02210","Seafood",42.3495958,-71.0475283,"Boston"
"248","Royal Roast Beef and Seafood","Kipo's, Dardanel, Nerai, 24 Hour Pizza Delivery, Telio","752 Bennington St East Boston, MA, 02128","Sandwiches, Seafood, New England",42.3855814,-71.0108213,"Boston"
"249","Russ & Daughters Cafe","L'Espalier, Luke's Lobster 242, Caviar Russe, Barney Greengrass, Beluga Bar by Caviarteria","127 Orchard St New York, NY, 10002","Seafood, Bagels, Eastern European",40.71966,-73.98968,"New York City"
"250","Sable's","The Upper Crust Pizzeria, Upstate, Tulip Indian Restaurant, Beekman Beer Garden, Grey Lady","1489 2nd Ave New York, NY, 10075","Deli Food, Sandwiches, Seafood",40.77246,-73.95598,"New York City"
"251","Sagaponack","JJR Highridge Fishery, Central Wharf Co., CajunSea, Pearlz Oyster Bar 153, Pearlz Oyster Bar 9","4 W 22nd St New York, NY, 10010","American (New), Seafood",40.74094,-73.99079,"New York City"
"252","Saigon Seafood Restaurant","Tommy Bahama, Ben & Jack's Steakhouse 255, Cevich, Bubba Gump Shrimp Co. 1501, Babalu","270 Adams St Dorchester, MA, 02122","Vietnamese, Seafood, Asian",42.2999728,-71.0585517,"Boston"
"253","Seafood King Fish Market","Boca Chica, Rincon Limeno Restaurant, Marisco Centro, Red Hook Lobster Pound 16, South Beach Restaurant & Lounge","3903 Broadway #3905 New York, NY, 10032","Seafood, Latin American",40.83804,-73.94229,"New York City"
"254","Seamore?s Nolita","La Marina, Walter's, Oceana, Crave Fishbar, Legal Osteria","390 Broome St New York, NY, 10013","Seafood",40.72069,-73.99699,"New York City"
"255","Sevilla","Caridad, El Rey de la Caridad, Francisco's Centro Vasco, Albert's Mofongo, Le Jardin Bistro","62 Charles St New York, NY, 10014","Spanish, Seafood",40.73483,-74.00293,"New York City"
"256","Silver Star Restaurant","East Bay Diner, Aldea - Quick-Service (Lunch), Aura, The Kitchen Sink, Wai Cafe","1238 2nd Ave New York, NY, 10065","Diner, Seafood",40.7641367,-73.961447,"New York City"
"257","Smith & Wollensky","Charlie Palmer Steak, L&W Oyster Co., McCormick & Schmick's, Oceanaire, Legal Sea Foods 100, Legal Sea Foods 255, Legal Sea Foods 26","797 3rd Ave New York, NY, 10022","Seafood, Steak",40.75517,-73.97074,"New York City"
"258","South Beach Restaurant & Lounge","Marisco Centro, Rincon Limeno Restaurant, Boca Chica, Seafood King Fish Market, Red Hook Lobster Pound 16","1390 St Nicholas Ave New York, NY, 10033","Cuban, Seafood, Latin American",40.84828,-73.93415,"New York City"
"259","Sparks Steak House","Beekman Beer Garden, Pisacane Fish & Seafood, Upstate, Grey Lady, Lox NYC","210 E 46th St New York, NY, 10017","Seafood, Steak",40.75297,-73.97207,"New York City"
"260","Stockyard","Harp Raw Bar & Grill, Ed's Chowder House, Mare Seafood, Benjamin Steakhouse, Harbour Lights","135 Market St Brighton, MA, 02135","Seafood, Steak, American",42.3577819,-71.1485205,"Boston"
"261","Street & Co.","Tracks Raw Bar & Grill, Atlantic Fish Company, Old Port Sea Grill & Raw Bar, Pearl Oyster Bar, The Falmouth Sea Grill","33 Wharf St Portland, ME, 04101","Seafood, American",43.6558841,-70.2540164,"Portland"
"262","Strip House","Nerai, Burger & Lobster, Royal Roast Beef and Seafood, Kipo's, Dardanel","15 W 44th St New York, NY, 10036","Seafood, Steak",40.75534,-73.98066,"New York City"
"263","Supreme House of Pizza","Nick's House of Pizza & Seafood, Crown Fried Chicken, Alfredo's Italian Kitchen, Arboretum Pizza Grill, Telio","313 Old Colony Ave South Boston, MA, 02127","Pizza, Sandwiches, Seafood, Chicken, Pasta, Wraps, Subs",42.329517,-71.052818,"Boston"
"264","Susan's Fish N Chips","Gilbert's Chowder House, No Name Restaurant, The Lobster Shack, Fleet Landing, Durgin Park","1135 Forest Ave Portland, ME, 04103","Seafood",43.6860231,-70.2918727,"Portland"
"265","Taverna Kyclades","Kellari Taverna, Thalassa, Fish Tag, Avra, Ostra","228 1st Ave New York, NY, 10009","Greek, Seafood",40.731,-73.98259,"New York City"
"266","Telio","Alfredo's Italian Kitchen, Supreme House of Pizza, Crown Fried Chicken, Nick's House of Pizza & Seafood, Arboretum Pizza Grill","2479 Broadway Ave 10025 New York, NY, 10025","Greek, Pizza, Sandwiches, Seafood, Soups, Salads, Healthy",40.79241,-73.97388,"New York City"
"267","Terrace Fish & Chips","Famous Fish Market, Luke's Lobster 426, Long John Silver's, Amsterdam Ave Fish, Charleston Crab House 145, Charleston Crab House 41","77 Pearl St New York, NY, 10004","Seafood, Fish & Chips",40.70403,-74.01048,"New York City"
"268","Thai North Catering","Bangkok Grand Palace, Phu-Ket Thai Restaurant, Markt Restaurant, Lure Fish Bar, Molyvos","433 Faneuil St Brighton, MA, 02135","Noodles, Thai, Seafood, Soups, Salads, Vegetarian, Asian, Healthy",42.351266,-71.1683908,"Boston"
"269","Thalassa","Kellari Taverna, Taverna Kyclades, Avra, Fish Tag, Ostra","179 Franklin St New York, NY, 10013","Greek, Mediterranean, Seafood",40.7192,-74.00956,"New York City"
"270","Thalia","Harborside Grill and Patio, Towne Stove and Spirits, The Claw, 75 Chestnut, Ditch Plains","828 8th Avenue New York, NY, 10019","American (New), Seafood",40.76203,-73.98606,"New York City"
"271","The Boathouse 10","Locklear's Fine Seafood, Durgin Park, Fleet Landing, No Name Restaurant, Gilbert's Chowder House","10 Exchange St Charleston, SC, 29401","Seafood, American",32.7768389,-79.9261996,"Charleston"
"272","The Boathouse 38","Locklear's Fine Seafood, Durgin Park, Fleet Landing, No Name Restaurant, Gilbert's Chowder House","38 Romney St Charleston, SC, 29403","Seafood, American",32.8082783,-79.944999,"Charleston"
"273","The Boathouse 549","Locklear's Fine Seafood, Durgin Park, Fleet Landing, No Name Restaurant, Gilbert's Chowder House","549 E Bay St Charleston, SC, 29403","Seafood, American",32.7920002,-79.9314585,"Charleston"
"274","The Boil","The Crow's Nest, Harlow, The John Dory Oyster Bar, Red Hook Lobster Pound 365, Flex Mussels, Flex Mussels","139 Chrystie St New York, NY, 10002","Seafood",40.71978,-73.99345,"New York City"
"275","The Capital Grille","Flex Mussels, Flex Mussels, Red Hook Lobster Pound 365, Black Crescent, Bay Kitchen Bar","120 W 51st St New York, NY, 10020","Seafood, Steak",40.7607952,-73.9812268,"New York City"
"276","The Clam","B&G Oysters, Docks, Hunt & Fish Club, The Falmouth Sea Grill, Street & Co.","420 Hudson St New York, NY, 10014","Seafood",40.73032,-74.00658,"New York City"
"277","The Claw","Ditch Plains, Frying Pan, 75 Chestnut, Towne Stove and Spirits, 75 on Liberty Wharf","744 9th Ave New York, NY, 10019","Seafood",40.76355,-73.98859,"New York City"
"278","The Crab Shack 1901","Famous Fish Market, Long John Silver's, Luke's Lobster 426, Amsterdam Ave Fish, Charleston Crab House 145, Charleston Crab House 41","1901 Ashley River Rd Charleston, SC, 29407","Seafood, American",32.8055362,-80.0222382,"Charleston"
"279","The Crab Shack 8486","Famous Fish Market, Long John Silver's, Luke's Lobster 426, Amsterdam Ave Fish, Charleston Crab House 145, Charleston Crab House 41","8486 Dorchester Rd Charleston, SC, 29420","Seafood, American",32.9178954,-80.113,"Charleston"
"280","The Crow's Nest","Harlow, Flex Mussels, Flex Mussels, Red Hook Lobster Pound 365, The John Dory Oyster Bar","The East River New York, NY, 10016","Seafood, Bar Food, Cocktails",40.74727,-73.98006,"New York City"
"281","The Daily Catch 2","Yankee Lobster, Fire House Seafood, Claw Daddy's, Luke's Lobster 26, Pee Dee Steak House","2 Northern Ave Boston, MA, 02210","Seafood",42.354338,-71.0479456,"Boston"
"282","The Daily Catch 323","Yankee Lobster, Fire House Seafood, Claw Daddy's, Luke's Lobster 26, Pee Dee Steak House","323 Hanover St Boston, MA, 02113","Seafood",42.3640621,-71.0539724,"Boston"
"283","The Falmouth Sea Grill","Street & Co., Pier A, The Clam, Tia's, Tracks Raw Bar & Grill","215 Foreside Rd Falmouth, ME, 04105","Seafood, American",43.7288958,-70.2093851,"Portland"
"284","The John Dory Oyster Bar","Red Hook Lobster Pound 365, Flex Mussels, Flex Mussels, The Capital Grille, Harlow","1196 Broadway New York, NY, 10001","Seafood, Tapas, Cocktails",40.7458268,-73.9884392,"New York City"
"285","The Kitchen Sink","Aura, Aldea - Quick-Service (Lunch), Wai Cafe, East Bay Diner, Silver Star Restaurant","88 2nd Ave New York, NY, 10003","Burgers, Sandwiches, Seafood, Steak, American, Pasta, Salads, Breakfast, Healthy",40.72681,-73.98864,"New York City"
"286","The Lobster Place","Luke's Lobster, Luke's Lobster, Luke's Lobster, Luke's Lobster, Luke's Lobster 1, Luke's Lobster, Luke's Lobster","75 9th Ave New York, NY, 10011","Sushi, Seafood, Soups",40.74245,-74.00596,"New York City"
"287","The Lobster Shack","Susan's Fish N Chips, Gilbert's Chowder House, No Name Restaurant, Fleet Landing, Durgin Park","225 Two Lights Rd Cape Elizabeth, ME, 04107","Seafood, American",43.564353,-70.198458,"Portland"
"288","The Mermaid Inn","Cafe Espanol 78, Cafe Espanol 78, Prime 333, Prime 333, Charlie Palmer Steak, Charlie Palmer Steak","96 2nd Ave New York, NY, 10003","Seafood",40.72702,-73.98849,"New York City"
"289","The Mermaid Inn","Cafe Espanol 78, Cafe Espanol 78, Prime 333, Prime 333, Charlie Palmer Steak, Charlie Palmer Steak","568 Amsterdam Ave New York, NY, 10024","Seafood",40.78879,-73.97453,"New York City"
"290","The Mermaid Inn 568","Mid Atlantic Fish Market, Red & Gold Crab Shack, The Upper Crust Pizzeria, Ma Dukes Manhattan Island Seafood, Luke's Lobster 207","57 1st Ave New York City, NY, 10003","Seafood, American, Wings, Chicken",40.72506,-73.98743,"New York City"
"291","The Mermaid Inn 96","Flex Mussels 174, La Gioconda, Luke's Lobster 685, Trattoria iL Gusto (Formerly Pesce & Pasta), Crispin's","97 MacDougal St New York, NY, 10012","Italian, Seafood",40.72963,-74.00116,"New York City"
"292","The Palm Too","Joe's Crab Shack 2349, Street & Co., Chart House, Wild Edibles, Tia's","840 2nd Ave New York, NY, 10017","Seafood, Steak",40.75146,-73.97067,"New York City"
"293","The Sea Fire Grill","The Water Club, B&G Oysters, The Clam, 212 Steakhouse, The Falmouth Sea Grill","158 E 48th St New York, NY, 10017","Seafood",40.75469,-73.97222,"New York City"
"294","The Tap","White Oak, Babalu, Live Bait, Thalia, Miramar","19 Union St Boston, MA, 02108","Sandwiches, Seafood, Wings",42.3608802,-71.0567251,"Boston"
"295","The Upper Crust Pizzeria","The Mermaid Inn 568, Tulip Indian Restaurant, Bombay's Indian Restaurant, Himalayan Bistro, Sable's","20 Charles St Boston, MA, 02114","Italian, Pizza, Seafood, Pasta",42.3565591,-71.0697892,"Boston"
"296","The Water Club","The Sea Fire Grill, B&G Oysters, The Clam, 212 Steakhouse, The Falmouth Sea Grill","The East River Btwn 29th & 32nd St New York, NY, 10016","American (New), Seafood",40.74407,-73.97094,"New York City"
"297","The Wayfarer","Harborside Grill and Patio, La Pulperia, North River Lobster Company, Towne Stove and Spirits, KO Pies","101 W 57th New York, NY, 10019","Seafood",40.7646408,-73.9772407,"New York City"
"298","Three Ocean","Pings, New Golden Gate, Bubor Cha Cha, Fuleen Seafood, GaGa Seafood","53 Bayard St New York, NY, 10013","Chinese, Seafood",40.71518,-73.99768,"New York City"
"299","Tia's","Bait & Hook, Tracks Raw Bar & Grill, Clambakes By Jim Sanford, Street & Co., LTK","200 Atlantic Ave Boston, MA, 02110","Seafood",42.3603203,-71.0512967,"Boston"
"300","Tommy Bahama","Saigon Seafood Restaurant, Ben & Jack's Steakhouse 255, Cevich, Bubba Gump Shrimp Co. 1501, Babalu","551 5th Ave New York, NY, 10017","Hawaiian, Seafood, American",40.75539,-73.9789,"New York City"
"301","Towne Stove and Spirits","Ditch Plains, Frying Pan, 75 Chestnut, The Claw, Harborside Grill and Patio","900 Boylston St Boston, MA, 02115","American (New), Seafood, Eclectic & International, Cocktails",42.3475962,-71.0851772,"Boston"
"302","Tracks Raw Bar & Grill","Atlantic Fish Company, Pearl Oyster Bar, Old Port Sea Grill & Raw Bar, Street & Co., LTK","1 Pennsylvania Plz New York, NY, 10119","Seafood, American",40.7513773,-73.9924884,"New York City"
"303","Trattoria iL Gusto (Formerly Pesce & Pasta)","Flex Mussels 174, The Mermaid Inn 96, La Gioconda, Luke's Lobster 685, Crispin's","625 Columbus Ave New York, NY, 10024","Italian, Seafood",40.7893,-73.96978,"New York City"
"304","Tulip Indian Restaurant","Bombay's Indian Restaurant, Himalayan Bistro, The Upper Crust Pizzeria, Sable's, Lorenz Island Kuisine","304 E 78th St New York, NY, 10075","Indian, Seafood, Chicken, Desserts, Vegetarian, Healthy, Kids Menu, Lunch Specials",40.77231,-73.95524,"New York City"
"305","Umberto's Clam House","Joseph's, Crispin's, Trattoria iL Gusto (Formerly Pesce & Pasta), Flex Mussels 174, The Mermaid Inn 96","132 Mulberry St New York, NY, 10013","Italian, Seafood",40.71842,-73.99762,"New York City"
"306","Union Oyster House","Barking Crab, Blackstone Grill, Captain Marden's Seafoods, Hank's Seafood Restaurant, Fish Market","41 Union St Boston, MA, 02108","Seafood",42.3612512,-71.0569499,"Boston"
"307","Upstate","Grey Lady, Beekman Beer Garden, Lox NYC, Beluga Bar by Caviarteria, North End Grill","95 1st Ave New York, NY, 10003","Seafood, Tapas",40.72635,-73.98655,"New York City"
"308","Urban Lobster Shack On Wheels","Legal Harborside, Red Hook Lobster Pound, Red Hook Lobster Pound, Docks, Tia's","Location Varies New York, NY, 10018","Sandwiches, Seafood",40.75664,-73.99307,"New York City"
"309","V Bar","Cavatappo Grill, Crepes du Nord, Cucina Di Pesce, Joseph's, Umberto's Clam House","212 Front St New York, NY, 10038","Italian, Seafood",40.70737,-74.00268,"New York City"
"310","Virgola","Esca, Bay Kitchen Bar, Red Hook Lobster Pound 365, Il Pesce, Barchetta","28 Greenwich Ave New York, NY, 10011","Italian, Seafood, Alcohol, Tapas",40.73508,-73.99988,"New York City"
"311","Wai Cafe","Aura, Aldea - Quick-Service (Lunch), The Kitchen Sink, East Bay Diner, Silver Star Restaurant","201 1st Ave New York, NY, 10003","Sandwiches, Seafood, American, Chicken, Pasta, Salads",40.73031,-73.98363,"New York City"
"312","Walter's","Legal Osteria, La Marina, Waterline, Mary's Fish Camp, Miel","15 Exchange St Portland, ME, 04101","Seafood, American",43.6569016,-70.2534878,"Portland"
"313","Waterline","Barfish Bistro, Estiatorio Milos, Flex Mussels 154, Mary's Fish Camp, Legal Osteria","296 State St Boston, MA, 02109","Seafood, American",42.3602243,-71.0508754,"Boston"
"314","Weathervane Seafood Restaurant","Jeremy's Ale House, The Lobster Shack, Susan's Fish N Chips, Gilbert's Chowder House, No Name Restaurant","380 Gorham Rd Portland, ME, 04106","Burgers, Sandwiches, Seafood, American, Pasta, Salads",43.6361051,-70.3319528,"Portland"
"315","White Oak","Live Bait, Thalia, Miramar, Central Wharf Co., The Claw","818 10th Ave New York, NY, 10019","American (New), Seafood",40.76735,-73.9895,"New York City"
"316","Wild Edibles","City Lobster & Steakhouse, Legal C Bar, Docks, Chart House, LTK","535 3rd Ave New York, NY, 10016","Seafood",40.74665,-73.97719,"New York City"
"317","Yankee Lobster","The Daily Catch 323, The Daily Catch 2, Fire House Seafood, Claw Daddy's, Luke's Lobster 26","300 Northern Ave Boston, MA, 02210","Seafood, New England",42.3479724,-71.0358488,"Boston"
"318","ZZ's Clam Bar","BLT Fish, Meltemi, Seamore?s Nolita, Oceana, Anson","169 Thompson St New York, NY, 10012","Seafood, Tapas, Cocktails",40.72769,-74.00046,"New York City"
